text,label
i feel burdened for several loved ones and i miss my big kid whom i havent seen since friday,0
i feel is still really low in my abdomen,0
i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,1
i feel this is doubtful,4
i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful,1
i get some exercise and feel like im doing something worthwhile in the meantime,1
i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,1
i feel blessed amazed and yes very excited,2
i feel hesitant about talking about this,4
i try to get in at least minutes a day five days a week though i have been known to skip a workout if i m feeling particularly lethargic or lazy,0
i have been feeling beaten down sick and utterly devoid of hope that i will ever have the life i want,0
i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects,4
i feel quite passionate about as communion is of tremendous importance to me personally and theologically,2
im feeling happy and well,1
i find myself having much more time to think about myself without feeling depressed to actually be able to write and imagine without feeling trapped or like i am missing out on something a near constant feeling i have in cities,0
